acc_049,614216908010422642,"Sidcup Plumbing & Heating",51.436536,0.101544,51.427684,0.101638,"51.43024,0.109054|51.440205,0.109429|51.441384,0.096559|51.423162,0.091457|51.424536,0.079094|51.427916,0.103204|51.426347,0.099949|51.439059,0.092405|51.43583,0.092635|51.426492,0.098872|51.420702,0.088121|51.433001,0.099646|51.429933,0.097902|51.432171,0.097294|51.426375,0.097005|51.435281,0.109032|51.439111,0.096971|51.424921,0.092542|51.425916,0.108806|51.42588,0.103906","","51.427612,0.101576|51.427671,0.101348|51.427539,0.101359|51.42771,0.101625|51.427714,0.101746|51.427778,0.101493|51.427832,0.101673|51.427651,0.101627|51.427717,0.101664|51.427916,0.101546","Sidcup Plumbing & Heating|Sidcup Plumbing & Heating Sidcup|Sidcup Plumbing & Heating opening hours|Sidcup Plumbing & Heating reviews|Sidcup Plumbing & Heating phone number|Sidcup Plumbing & Heating contact|Sidcup Plumbing & Heating services|Sidcup Plumbing & Heating prices|Sidcup Plumbing & Heating facebook|Sidcup Plumbing & Heating instagram|Sidcup Plumbing & Heating twitter|Sidcup Plumbing & Heating linkedin|Sidcup Plumbing & Heating website|Sidcup Plumbing & Heating address|Sidcup Plumbing & Heating near me|Sidcup Plumbing & Heating emergency|Sidcup Plumbing & Heating book appointment|Sidcup Plumbing & Heating directions|Sidcup Plumbing & Heating 4 Station Rd|best Sidcup Plumbing & Heating reviews","plumber sidcup|emergency plumber sidcup|boiler repair sidcup|local plumber sidcup|heating engineer sidcup|plumbing services sidcup|gas safe plumber sidcup|bathroom installation sidcup|leak repair sidcup|radiator repair sidcup|toilet repair sidcup|pipe replacement sidcup|kitchen plumber sidcup|shower installation sidcup|tap repair sidcup|drain unblocking sidcup|central heating sidcup|underfloor heating sidcup|plumbing company sidcup|24 hour plumber sidcup",review,0,0
serial_24,614216822245294147,"Milestone Test Business",0.0,0.0,0.0,0.0,"","","","","",review,1,1
real_business_24,614216822245294147,"The Dickens Inn",51.500749,-0.128356,51.5013,-0.0886,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","Costa Coffee Tower Bridge",coffee,review,1,1
batch_01_phone3,614216818470420547,"The Dickens Inn",51.500749,-0.128356,51.5013,-0.0886,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","Pret A Manger near me",sandwich,review,1,1
batch_01_phone1,614216822245294147,"The Dickens Inn",51.500749,-0.128356,51.5013,-0.0886,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn St Katharine Docks",pub,review,1,1
batch_01_phone2,614216908010422642,"The Dickens Inn",51.500749,-0.128356,51.5013,-0.0886,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","Costa Coffee Tower Bridge",coffee,review,1,1
dickens_24,614216822245294147,"The Dickens Inn",51.5073,-0.0716,51.5073,-0.0716,"51.5073,-0.0716|51.5073,-0.0716","","51.5073,-0.0716","The Dickens Inn St Katharine Docks",pub,review,1,1
oakleighoneal9987,614216903581237315,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
tannerchambers9987,614216911852404803,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
gracelynvillanueva9987,614216895242960963,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
luisamathis93437,614216886971793475,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
jakobebranch9987,614216883146588530,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
sandeephassamatta,614216835079864690,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
jacobsiesta38,614216798086103107,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
williambrown314809,614216773910135154,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
bradyjazeel,614216786023284803,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
marcinbagerman,614216843351031875,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
azariahtrevino9987,614216867258564675,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
priscillagiles9987,614216871117324355,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
crystalwiggins9533,614216863500468594,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
helenscott9987,614216854994420082,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
waylonswanson92387,614216851202768963,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
cleoperry9987,614216847293677635,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
bensonmacrite,614216810182475843,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5224,-0.1026|51.5187,-0.0991","","51.5013,-0.0886","The Dickens Inn near me","pub near me|bar near me",review,1,1
vincehawthorne92,614216806256607602,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
masonhaggerley,614216802213298243,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
billyhavenstock,614216794093125699,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
andrewjocobyte,614216790150480242,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
valerieparrish94387,614216879120056690,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
ellieallison9987,614216875076747634,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
oliverjohnsondrains,614216769833271363,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
paulshaw9211,613438578466226595,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
sylviazimmer921,613286814907629987,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
catherinewallis921,613135440043573595,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
lornawilliamson921,613135434842636540,"The Dickens Inn",51.500749,-0.128356,51.5224,-0.1026,"51.5187,-0.0991|51.52,-0.1","","","The Dickens Inn near me","pub near me",review,1,1
